id,label,gender,profession,ideology_binary,ideology_multiclass,tweet
20544,@user440,female,politician,left,moderate_left,Ha sido una manifestación muy potente que espero tenga una repercusión inmediata en decisiones y medidas. La ciudadanía de la Región de Murcia lo espera #SOSMarMenor . Y. La #sororidad y energía de las mujeres de “Juntas somos más” un regalo de la vida 💜 #JuntasSomosMarMenor
15895,@user332,male,politician,right,right,Lo de solidarizar la culpa ya no cuela. . LaPSOE ha gobernado 23 años y el [POLITICAL_PARTY] 15. Y son ambos los que desarrollaron hasta la náusea un Estado Autonómico de chiringuitos de todo pelaje que desangran España; y los que fomentaron deslocalizaciones sin fin. . A pechar con las culpas.
23631,@user427,female,politician,left,moderate_left,La Ley de #Eutanasia es un nuevo derecho y una nueva dignidad de un presidente socialista. El [POLITICAL_PARTY] está en contra porque tiene dos modus operandi: primero lo niega y luego no lo modifica cuando tiene mayoría y se beneficia de estas ampliaciones de derechos. . @user
47203,@user332,male,politician,right,right,"¿Pero Iceta no estaba en esa falsa alternativa que se parodió el 8 de octubre con [POLITICAL_PARTY] y C’s y SCC? . Por desgracia, y lo digo con el dolor de español y catalán, la #Alternativa está en @user con @user . La #Alternativa está en la calle. A la casta le dejamos sus festines."
21554,@user298,male,politician,right,moderate_right,"🎙Sánchez, desbordado, mira para otro lado ante los peores datos de empleo desde 2012. La única manera de que no siga en la Moncloa es unir el voto en torno a @user . Los granadinos saben que @user es la opción segura para el futuro de #Granada . #PorTodoLoQueNosUne"
30892,@user76,female,politician,right,moderate_right,"Si se aplican las medidas e incentivos aprobados en el REF canario habrá #empleo de calidad para profesionales y empresas del sector de la comunicación digital, innovación y tecnología. Los nacionalistas canarios estaremos en Madrid para que se cumpla con estos derechos."
33180,@user391,male,politician,left,moderate_left,[POLITICAL_PARTY] y Ciudadanos regalan a [POLITICAL_PARTY] tres vicepresidencias de Comisión en el Congreso
33023,@user327,female,politician,left,left,👑Enegarrena eta kontatzea zaila egiten ari zaigu. . 👑Una más y perdemos la cuenta. La noticia es de hoy. . Aparece una nueva cuenta en Suiza vinculada al rey emérito
29609,@user244,female,journalist,left,moderate_left,Pues me he levantado y Cifuentes sigue siendo presidenta de la comunidad de Madrid y Ciudadanos la sigue sosteniendo. Todo en orden.
1102,@user155,male,politician,right,moderate_right,Basta de que España sea noticia por vulnerar la democracia. La carta del grupo Greco ante el intento de [POLITICAL_PARTY] y Podemos de controlar la Justicia es sonrojante: 7 años sin cumplir el pedido de que los jueces elijan a los jueces y advertencias de violaciones a estándares europeos 👇
17996,@user85,male,politician,right,moderate_right,"Hoy se conmemora el Día Internacional de las #MujeresRurales. En @user queremos que las mujeres de los pueblos vivan en iguales condiciones que en las ciudades. Por eso, apostamos por la banda ancha, ayudas a la vivienda rural y medidas de conciliación laboral y familiar."
11709,@user325,female,politician,left,moderate_left,"El espíritu de Abascal posee a Rivera en el Congreso y le espeta al Presidente del Gobierno: “usted no tiene lo que hay que tener...”... Ciudadanos ya no sólo se hace fotos con [POLITICAL_PARTY], adopta también su lenguaje tabernario. . Ya no es Suárez. Este hombre cambia mucho de referentes."
22979,@user228,male,politician,right,moderate_right,"Esta semana el Senado aprobará los presupuestos sin q el gobierno, y sus socios de [POLITICAL_PARTY] e independentistas vayan a aprobar enmienda alguna, a pesar de q todos saben q son presupuestos “Fake”. Ya lo dice la OCDE, el FMI, la UE y hasta el banco de España. España va mal"
42200,@user265,male,politician,left,moderate_left,Conmueve estar en el Congreso 40 años del #23F . Su recuerdo nos empuja a seguir cuidando la democracia y sus instituciones.
37460,@user340,male,politician,right,right,"Lo cierto es que @user siempre estará al lado de quienes defienden la unìdad de España y en contra de negociar con los golpistas. Por eso acudieron su Presidente y su Secretario General. Otros partidos, a la hora de la verdad, tan solo palabras."
7786,@user91,male,politician,left,left,"Bdía,. ""Ningún Gobierno que llega a La Moncloa mueve un dedo por desclasificar ni un solo secreto...Ni siquiera ante la presión de los jueces y el Parlamento. O en nombre de la transparencia. O, al menos, por respeto a la historia"". Excelente reportaje de Jesús Rodríguez @user"
26230,@user424,female,politician,left,left,Me hubiera gustado ver este reportaje sobre Arabia cuando la visitó Felipe VI
16161,@user369,male,politician,left,moderate_left,"Cuando votamos elegimos a quién le damos la llave de la casa que compartimos, de las calles, de lo público. Chema es un tipo al que yo le dejaría las llaves de esa casa común. Vamos a trabajar para seguir construyendo una #Extremadura y un #Almendralejo mejor #JuntxsAPorMás"
44291,@user98,male,journalist,left,left,"Apropiarse de la labor de Luna y de los funcionarios que tienen buenos gestos con las personas migrantes a pie de playa para esconder que la situación es consecuencia de sus políticas, y que ni en los CIE, ni en las calles, el Estado da esos bonitos abrazos. Todo lo contrario."
35291,@user393,male,politician,right,right,"Hay que ver la cantidad de absurdeces que se llega a decir para imponernos el consumo de determinadas tecnologías que nos empobrece y arruinan. . Mezclan realidades con ficción y en toda esa mezcla sale la agenda globalista 2030, la agenda de los intereses de la oligarquía."
43270,@user72,female,journalist,right,right,"Me ha costado varios años, pero le he cogido el gusto a bloquear. Es este momento no estamos para tonterías y perfiles falsos o emboscados. Si tienes algo que decir se valiente y di quien eres."
6416,@user207,female,journalist,left,left,"3. Para personas son síntomas compatibles con covid-19 en áreas donde la positividad es alta o muy alta (≥10%). . Según el informe de Sanidad de hoy, la positividad de las pruebas realizadas en la Comunidad de Madrid 8-14 noviembre es del 7,01%. ."
45481,@user8,female,politician,left,moderate_left,"@user Toda la razón compañero Dani. ❌Galicia gobernada por el [POLITICAL_PARTY] está a la cola de las CCAA con el menor % de aumento de personal docente de toda España: el profesorado en Galicia solo se incrementa en un 0,55%, y solo Madrid, también gobernada por el [POLITICAL_PARTY], tiene un incremento menor."
37952,@user350,male,journalist,right,right,"Leyendo a @user en @user me sigo preguntando,. cual es el plan?. Qué van a hacer los partidos políticos y medios de comunicación para informar al 50% d la población huérfana d programas,reportajes y/o entretenimiento q no sea “progre”. Debe ser heroico contar la verdad?"
11343,@user466,female,politician,left,left,"Este verano voy a participar en los cursos de la @user con los talleres ""La mentira en política"" y ""La ciudad del siglo XXI: gestionar la complejidad ante nuevos desafíos"". Si estáis interesados, tenéis más información aquí⬇️."
1235,@user382,female,politician,right,moderate_right,#FRP2014 workshop cooperación entre organismos de igualdad y sociedad civil
27160,@user389,female,politician,right,right,"Aquí está el que, ni insulta,ni señala ,ni apela a otras épocas que le encanta recordar. El demócrata por antonomasia insultando a más de 4 millones de españoles . . ¿Piensan agredir a los votantes de @user cuando vayan a la Agencia Tributaria a pagar sus impuestos?"
3732,@user460,female,politician,left,left,"Coincido con mi compañero, @user , @user ha sabido hacer un gran relato de la situación, incluyendo la desproporción de las penas a los jóvenes de Altsasu, y además estar a la altura de la circunstancias votando. #AntifascistasSiempre"
1231,@user247,female,politician,right,moderate_right,"📊 En la @user tenemos menos paro y mejor empleo. El paro es el más bajo en un mes de marzo desde 2008, hay 17.073 madrileños más trabajando que en febrero, y la contratación indefinida a tiempo completo crece un 7,4% en el último año.👍🏼"
15182,@user15,male,journalist,left,left,"En el verano de 1976, una sequía que asoló California vació todas las piscinas de Los Ángeles. En un periodo sin demasiado oleaje en las playas, jóvenes como Tony Alva, Stacy Peralta o Jay Adams empezaron a colarse en estas urbanizaciones para patinar y “surfear el asfalto”."
35061,@user175,female,politician,left,moderate_left,Un honor haber entregado uno de los [#POLITICAL_PARTY] a las hermanas de Marillac. Gracias a su gran labor los más abandonados de la sociedad tienen esperanza. Enhorabuena!!!
33845,@user42,male,politician,right,moderate_right,"¡Muchas gracias a todos los que nos habéis dado vuestro apoyo para que #SigamosCambiandoMálaga! Seguiremos gobernando para todos, guiados por el bien común y el interés general. Asumimos la responsabilidad con humildad y orgullo. Y mañana, a trabajar más y mejor por #Málaga FTP"
37859,@user213,female,politician,left,moderate_left,"De #SanFroilán me quedo con el recuerdo de ser pequeña y que mis padres me llevaran a tirarle de la nariz a La Virgen. . “Hay que tirarle fuerte para que el año que viene volvamos los cuatro otra vez” decía mi padre. Yo, sin entender bien, lo hacía con todo mi empeño. #Leonesp."
10081,@user75,female,politician,right,moderate_right,La primera foto es un RT de @user. . Comparto totalmente su horror por la espeluznante noticia. La segunda: la declaraciones del responsable político de las menores tuteladas de Baleares. Del @user. Hace una semana. Juzguen ustedes mismos.
44455,@user148,female,politician,left,left,"@user @user Muy de acuerdo! 👏🏼👏🏼Estos presupuestos deben dar respuesta a los retos que afronta este país. Ya conocemos las fórmulas de la derecha: demolición del Estado del Bienestar, privatizaciones=negocio para amiguetes y precariedad. És el momento de políticas progresistas y de futuro."
39513,@user207,female,journalist,left,left,"@user Ay, con lo que le gustaba a mi padre el pan de Cádiz. Íbamos a la calle Pelota a comprar varios. Yo los regalaba en Madrid. Ese papel celofán amarillo... Desde que él murió yo no he vuelto a comerlo. ¡Viva Cádiz!"
39904,@user282,male,politician,left,left,@user @user Es que yo no pretendo normalizar el hecho de que haya 52 fascistas en el Congreso de los Diputados. Como voy a normalizar eso. Para mí es una emergencia democrática. Y yo prefiero que no tengan ni un solo puesto en la mesa. Pero si hacemos girar todo en torno a ellos me preocupa
3087,@user339,female,politician,left,left,"🥈🥉 Un día de emoción: sumamos nuevas medallas de plata y bronce que nos saben a oro en waterpolo y en balomano. Parabéns a las y los deportistas que reflejan todo el talento, las horas de trabajo en equipo y el esfuerzo que hay detrás de cada victoria en #Tokyo2020"
29036,@user247,female,politician,right,moderate_right,"@user @user @user lo importante no es quien lo inaugure ni desde donde lo veamos, sino que la obra se lleve a cabo. Lo importante es que el mejor hospital de España acometa una reforma que necesita y merece. Todo lo demás da igual. Un saludo"
40938,@user253,female,politician,left,moderate_left,"@user qué pasada #ReinaRoja. Sabe a poco. Lo terminas y sigues pensando en Antonia y Jon y que pasará en la siguiente entrega. Que sea pronto, por favor."
46193,@user246,male,politician,left,moderate_left,"🚀Soñar con Marte desde León. Hoy, escribo en el @user con motivo de la visita del Ministro @user a León. La importancia de la I+D+i para el futuro de nuestra provincia es clave, y la visita de Duque sella hoy el compromiso del Gobierno."
6432,@user301,male,politician,right,moderate_right,"#Lorca en Semana Santa es el arte en oro y sedas, la acrobacia imposible sobre el caballo, el imponente enganche cortando el viento, la música de pasión.... #Lorca en Semana Santa es el corazón de cada uno de los lorquinos. Y parte de mi corazón lo he dejado en este pregón."
25174,@user155,male,politician,right,moderate_right,La decisión de la justicia de paralizar el rescate millonario a Plus Ultra es un mazazo al Gobierno y a su credibilidad. Es gravísimo. En [POLITICAL_PARTY] exigimos:. 1⃣La dimisión de la Ministra de Hacienda. 2⃣Comisión de Investigación en el parlamento. Con el dinero de los españoles no se juega
18328,@user213,female,politician,left,moderate_left,El daño que hacen este tipo de personas a la calidad democrática es incalculable. Convierten a adversarios en enemigos a batir a cualquier precio y tiran por tierra cualquier posibilidad de confrontar ideas. Son el fast food de la política española.
35097,@user175,female,politician,left,moderate_left,"Enhorabuena al ITC en su 50 aniversario!!! Y por muchos más haciendo transferencia de conocimiento, territorio, industria... en definitiva FUTURO. @user @user"
37856,@user246,male,politician,left,moderate_left,"A los Presidentes se les reconoce por las leyes que impulsan. Hoy en el Congreso convalidamos el #IngresoMínimoVital, haciendo de España un país mejor, más justo y decente donde vivir, éste es el legado del @user, el de @user, el de Zapatero, el de Felipe. Gracias."
18293,@user399,male,politician,right,moderate_right,"Que nos quieran intervenir por la mala gestión del pasado es un atropello. Me sorprende que el [POLITICAL_PARTY]-A, que ha tenido el honor de gobernar tanto tiempo, ahora calle de manera cómplice. El nuevo Gobierno andaluz pondrá todo su empeño para construir un mejor porvenir. #PlenoAND"
27414,@user251,female,politician,left,moderate_left,"Los ataques que está recibiendo @user por algun@s queeristas, muestran cuan cierta es la afirmación de la gran @user “sin feminismo no hay democracia”. . Insisto en que hay intereses ocultos, y no son feministas, en la confrontación entre unas y otras #FEMescola"
38181,@user388,male,politician,left,moderate_left,"Ni actuaban solos, ni lo hicieron una sola vez. . La Manada, condenada a 1,5 años por abuso sexual a otra joven en Pozoblanco"
40772,@user41,male,politician,left,moderate_left,Aniversario del regreso de los bienes a su lugar. “El independentismo es un disolvente letal de la democracia y la convivencia. No cabe pactar con él. Solo cabe combatirlo mediante la ley y la verdad. Sijena es ocasión perfecta para defender el imperio de la ley y de la verdad”
32211,@user212,female,politician,left,left,"Adelante @user ! . Barcelona es hoy una ciudad hermosa y referente internacional gracias tb al trabajo d miles de andaluces q nos eligieron como 2o hogar y lucharon x dignificar nuestros barrios. Seguiremos con emoción las elecciones, dsd los lazos fraternos q nos unen ❤️"
40280,@user297,male,politician,right,moderate_right,"Tras 7 meses me reúno con Sánchez para tender la mano en pactos contra el Covid. Para sacar del túnel a los españoles arrimaremos el hombro, si no apoya el otro en radicales. Yo no soy el del “no es no” pero tengo que decir “así no”. La pelota está en su tejado. Por mí no quedará"
23837,@user261,male,politician,left,left,"Cualquier propuesta de desbloqueo del conflicto catalán pasa por su desjudicialización. Ante la confusión y la simplificación, en este artículo respondo a [POLITICAL_PARTY] sobre las ventajas e inconvenientes del indulto, la amnistía y la reforma penal 👇"
15386,@user411,male,politician,left,moderate_left,"▶ Pedro Duque @user: ""Estamos apoyando a los profesores y alumnos en Cataluña que han visto coartados su derecho a impartir e ir a clase. Los cambios se han hecho dentro de la legalidad, estamos vigilantes y en contacto directo con las universidades"". #[POLITICAL_PARTY] /❤. #AhoraSÍ"
15161,@user311,male,journalist,left,moderate_left,Portada de @user . El anuncio de #Biden sobre las #vacunas descoloca a la #UE y abre el debate clave sobre la letra pequeña de las #patentes ; El porqué de los nuevos #peajes para las autovías.... Ya para suscriptores:
12338,@user73,female,politician,right,moderate_right,"🤦🏼‍♀️Illa conoció el riesgo del coronavirus a los 11 días de ser ministro. 🤷🏼‍♀️Illa ha repetido en varias ocasiones para eludir responsabilidades que predecir el pasado es sencillo. 🙅🏼‍♀️Pues no, señor Illa, usted pudo predecir el futuro y no lo hizo. Tendrá que responder de su actuación"
31337,@user419,female,politician,left,moderate_left,2.El Gas Natural no Se perpetúa ...la ley impulsa solo gases renovables SOSTENIBLES y para el transporte pesado que carece hoy de alternativas . 3. NO Hemos rebajado ni un ápice el artículo 12 con el tema de las emisiones netas . @user
1139,@user408,male,politician,right,moderate_right,"La gente está harta de votar de nuevo. El fracaso del [POLITICAL_PARTY] nos ha llevado a que los ciudadanos empiecen a no confiar en la política. . El @user sale a ganar y es posible si conseguimos unir los votos de los que creemos en España, la libertad y el futuro de nuestro país."
39253,@user48,male,politician,left,left,"Pobre Óscar: la desilusión que se va a llevar cuando se entere que si gana su ""izquierda"", le van a dar hora para el 31 de abril &gt;"
34893,@user226,female,politician,right,moderate_right,"En Cataluña, el separatismo debería ir entendiendo a estas alturas que con la ley se llega a todos los sitios y sin la ley no se llega a ninguno diferente de la inhabilitación, la fuga o la cárcel. A ver si hay suerte y Pere Aragonés ya lo ha interiorizado."
14233,@user84,male,journalist,right,right,"Nos estamos acostumbrando a que la Comisión Europea promueva la sumisión y el oscurantismo en su permanente campaña contra las naciones. T que ataque a nación, libertad, dignidad y civilización occidental. No sorprenda que pronto haya sociedades europeoas que digan basta ya."
4499,@user289,male,politician,left,moderate_left,En el acto donde la empresa Global Steel Wire entrega los premios a los trabajadores qse distinguen por haber realizado innovaciones y q ha redundado en 1 mejora d d la seguridad y producción. Es el 1er grupo industrial d Cantabria con más d 1.200 empleos dire. y 4.200 indirectos
3379,@user41,male,politician,left,moderate_left,Animo a @user a través de @user a que facilite la investidura de @user para que el futuro gobierno no dependa de los independentistas. Apelo a su responsabilidad y a su espíritu fundacional. No lo hagan por @user ni @user. Háganlo por #España
5231,@user164,male,journalist,left,left,El riesgo de que gobiernen los más votados y quienes representan a más millones de ciudadanos. Tiene razón. Es terrible. Qué será lo siguiente? Que @user tenga que buscarse un trabajo y deje de costarnos pasta a todos? Pero dónde vamos a llegar?
40395,@user125,male,politician,right,moderate_right,En la reunión navideña entorno a una mesa la gran familia del @user con nuestro presidente @user compartiendo balances y reflexiones de lo hecho y de lo mucho que queda por hacer por esta tierra. Feliz Navidad a todos!!
26989,@user350,male,journalist,right,right,"A ver “Niño de la play” que te puede la ansisedad:. 1/Durante el periodo d CK en Telema yo era asalariado, infórmate. Es jugoso para la izquierda el titular “un millón y Cake.”. 2/Ni un millón ni 300.000 . 300mil “niño de la play”?. Vente al Vallecas de verdad y verás mi realidad."
4401,@user30,female,politician,left,moderate_left,"Muchísimas gracias por vuestra paciencia, por estar pendiente de mí, por darme esos ánimos y esos consejos que ahora me sirven estando en casa para no contagiar a mi familia. GRACIAS, NO TENGO MÁS PALABRAS PARA AGRADECERLO."
4188,@user175,female,politician,left,moderate_left,"Lamento muchísimo la pérdida de José luis Iniesta, gran persona y amigo. Tuve la suerte de compartir muchos buenos momentos con él y su esposa y aprender escuchándole hablar de la vida misma. Mi más sentido pésame!"
43835,@user258,male,politician,left,moderate_left,"Hace años conocí a @user. Nadie puede dudar de su crecimiento. Lo más importante en este mundo es la capacidad que tenga cada uno de aprender y crecer, y puedo asegurar que en este tiempo se ha convertido en una gigante. Gracias por la confía en mi trabajo."
11967,@user206,female,journalist,left,moderate_left,"Gabilondo, hace unos días: “Yo quiero pactar con [POLITICAL_PARTY] y Más Madrid. Con este Iglesias, no”. Gabilondo, esta noche: “Pablo, tenemos 12 días para ganar las elecciones”."
37939,@user284,male,politician,left,left,"El techo d gasto no financiero de 127.609 mill€ aprobado para 2020, es escaso para cumplir los compromisos. Son 6.650 mill€ menos q el del [POLITICAL_PARTY] en 2014. Aún así, lo han votado en contra, en pintoresca comunión, [POLITICAL_PARTY], [POLITICAL_PARTY], [POLITICAL_PARTY], JxCat y la [POLITICAL_PARTY]. Cosas veredes."
15708,@user57,male,politician,right,moderate_right,"El Sr. Sánchez ha aplicado a Andalucía el 155 que no ha sido capaz de aplicar a Cataluña. El mal perder de su partido, el [POLITICAL_PARTY], le lleva a intervenir las cuentas andaluzas para intentar frenar el cambio que los andaluces pidieron en las urnas tras 37 años de gobierno monocolor."
11411,@user422,female,politician,left,left,Muchas me preguntais si creo que hay que retrasar la edad de jubilación. . 👉🏽 NO tiene sentido alargar la vida laboral cuando al 38% de los jóvenes esta en el paro. 👉🏽 Alargar MÁS la vida laboral de las limpiadoras de hogar NO ES EL CAMINO. . Pero @user lo explica genial
44018,@user76,female,politician,right,moderate_right,En 20 minutos intervendré en el Congreso en el debate de presupuestos lo pueden seguir en directo en el canal 24 horas de Tve .
41054,@user271,male,politician,left,left,"Y, como grano a grano se hace montaña, aquí va otro recuerdo y apoyo a los y las trabajadoras de ITP-Aero Castings, Aernova, Alestis que luchan por defender sus puestos de trabajo. Todo nuestro reconocimiento!✊️"
5636,@user30,female,politician,left,moderate_left,"Con el Gobierno de Coalición debemos hacer realidad nuestras reivindicaciones y hacer de España un país más justo, solidario, feminista y ecologista. Que mejore la vida de la gente. Lo conseguiremos con @user y personas comprometidas como @user y @user."
38888,@user13,female,journalist,left,left,"16 años, huyes de violencia sexual y de un matrimonio forzoso. Te someten a exploración física con desnudo integral, exploración de genitales y pruebas oseométricas. Deciden que “el vello pubiano y el desarrollo mamario es compatible con poder tener 18 años”. Acabas en la calle."
16881,@user141,male,politician,right,moderate_right,Un menor precio de la energía garantiza el futuro la de la industria. Presentamos una iniciativa para rebajar su factura:. 🔹El 25% de la recaudación del CO2 para reducir sus costes energéticos. 🔹⛔️el impuesto a la generación . 🔹Exentas del coste de la energía renovable💡♻️
2307,@user375,male,politician,right,moderate_right,"Se nos juzgará a todos, tanto al Gobierno como a la oposición, por lo que hagamos ahora para enfrentar esta tragedia. No podemos caer en la crispación, no podemos dejar arrastrarnos por la polarización. España necesita menos bronca política y más #PolíticaÚtil . Hoy en @user 👇"
34106,@user87,male,journalist,left,moderate_left,"@user La fecha que de momento no falla es la del 21 junio. El que haya movimientos entre provincias desde el 8 o el 15, ILLA lo puso en cuarentena. Toca seguir esperando 😅"
48782,@user28,male,journalist,left,left,"Codere hace ERTE a 1.071 trabajadores. . Tiene todo tipo de ventajas fiscales y su sede en Melilla para no pagar impuestos, patrocina al Real Madrid y fue la puerta giratoria de Rafael Catalá. En 2019 tuvo 1.390M€ de beneficios. Podría pagar 50 años de sueldo a los despedidos."
6246,@user269,male,politician,left,moderate_left,"Para hacer posible el derecho a la vivienda de los más vulnerables hemos transferido este año más de 354 millones de euros a las #CCAA, Ceuta y Melilla. Desde 2018 hasta ahora hemos entregado a las comunidades más de 1.400 millones dentro del Plan de Vivienda de @user."
37261,@user228,male,politician,right,moderate_right,"El déficit fiscal de Sánchez del 20 supera el peor de Zapatero y sube al 11,3% de PIB. Hipoteca el futuro de los españoles con récord de paro juvenil, y para este año nuevo hachazo fiscal q retrasará la recuperación y agravará la crisis y el desempleo. Lo de siempre con el [POLITICAL_PARTY]"
8278,@user271,male,politician,left,left,"@user @user @user Yo soy marxista, vivo en el siglo XXI, aspiro a ganar y conquistar la hegemonía para cambiar el actual desorden de las cosas. Yo y mi amigo @user . Somos raros? No, auténticos..."
19915,@user217,male,politician,left,moderate_left,"🇪🇸 🏆 Final de la Copa Mundial de Fútbol de 2010 en el Estadio Soccer City de la ciudad de Johannesburgo, Sudáfrica. @user para @user ... #campeonesdelmundo"
32550,@user9,female,politician,right,moderate_right,"Castells:se busca ministro de Universidades, por Susana Campo @user 🔴223 días en el cargo y poco más de cinco actos públicos. Y, a mi juicio, lo q es peor, ninguna preocupación ni voluntad por liderar y coordinar en un momento crítico como el que vivimos."
13731,@user100,female,politician,left,moderate_left,"Podemos ya empezar a decir que Ayuso está mal, muy mal de la cabeza o alguien se va a indignar por ello o decir que estás faltando el respeto a una persona que ni lo conoce ni lo predica. . Porque lo que hace normal lo que se dice normal no es. . Pero oye tú sigue votándola."
5430,@user431,male,politician,left,moderate_left,"Llevamos escasos 100. Días d XIV Legislatura y he escuchado miles d veces q el @user era enemigo d ESPAÑA x “aliarse” cn Independentismo .Hoy, Urkullu, Torra, Feijoo y Ayuso comunican su rechazo a la PRORROGA dl EA...Esto no va d caprichos sino d salvar VIDAS. Dd hay Elecciones ?"
9073,@user189,male,journalist,left,moderate_left,"Ahora que nadie ha sido trumpista en España, hay que reconocer que @user fue la exponente de la derecha española que con mayor claridad se distanció del Fenómeno, desde el primer momento. Ella no tiene que borrar tuits. . 'A ciascuno il suo', que diría Leonardo Sciascia."
38985,@user236,female,politician,left,moderate_left,@user Buen trabajo! Llevamos años reivindicándolo y por fin lo hemos conseguido! Un gobierno receptivo a las demandas de esta provincia.
24326,@user270,male,politician,right,right,En el Pleno de @user se ha aprobado nuestra iniciativa para condenar los indultos del gobierno a los protagonistas del traidor golpe de estado del 1-O en Cataluña. Siempre en defensa de la Unidad de España y la Justicia 💪🇪🇸
22828,@user261,male,politician,left,left,"Hoy hemos celebrado otro debate sobre la corona, el segundo en pocos días. Y de nuevo hemos discrepado con el [POLITICAL_PARTY], por segunda vez. Esperamos que la tercera sea la vencida y nos podamos poner de acuerdo en cooperar hacia un horizonte republicano."
8677,@user335,female,politician,right,moderate_right,"Los fantásticos datos de empleo de la Epa 2T se deben a la reforma laboral, a la gestión de @user y al gobierno de @user"
47992,@user60,male,politician,left,moderate_left,Comisión de dchos sociales / Debate y votación de varias proposiciones no de ley. Entre ellas la de @user 👉impulsar medidas de apoyo al pueblo gitano ante las consecuencias de la crisis provocada por la #COVID19
14527,@user369,male,politician,left,moderate_left,El [POLITICAL_PARTY] extremeño se moviliza para que el Matadero previsto se lleve a cabo.Solo q lo hace dos meses tarde.Ya tenemos soluciones hace un mes.
42604,@user128,female,politician,left,moderate_left,"La @user va a jugar en los próximos años un papel fundamental para avanzar hacia una España más sostenible, innovadora, digital e inclusiva. Una cantera de talento, la materia prima con la que vamos a construir las bases de la economía y el futuro que imaginamos. #Clausura2021EOI"
16844,@user293,male,politician,right,moderate_right,"Se retira un genio de la moto 😢. . Gracias, Valentino, por esas últimas vueltas de infarto, por tantos adelantamientos imposibles y por tus frenadas al límite. Muchos españoles, a pesar de tu rivalidad con los nuestros, te admiramos. . ✊🏼🎩. #Vale46"
17438,@user193,male,politician,left,moderate_left,"He visto una iniciativa por aquí y me ha parecido que, aunque simbólica, puede ayudar a concienciar sobre la importancia del distanciamiento social para aplastar la curva. Por ello, he editado mi nombre en el perfil añadiendo EN CASA. . Entre todos, y unidos, venceremos al virus."
17416,@user152,male,journalist,left,left,"''Mientras que la mitad más pobre de la población europea redujo sus emisiones en casi un cuarto, y aquellas personas con ingresos medios lo hicieron en un 13%, el 10% más rico de la población europea incrementó sus emisiones en un 3%. El 1% más rico las incrementó en un 5%''."
6203,@user195,male,politician,left,moderate_left,"➡️ Cuando a la falta de rigor y responsabilidad, se suma la desinformación y el afán por generar alarma sin argumentos, el resultado es [POLITICAL_PARTY]. Un consejo: menos firmas y más trabajo por la provincia de #Ávila."
24100,@user324,male,politician,left,moderate_left,"Hoy es un gran día para los demócratas de este país. Por fin, Franco saldrá del Valle de los Caídos y las víctimas de la dictadura y sus familiares no tendrán que soportar más ignominias. Seguimos construyendo una España más digna y democrática. #PorDignidadYMemoria"
21547,@user128,female,politician,left,moderate_left,"A [POLITICAL_PARTY] le he recordado que el Gobierno ha seguido una estrategia de control de la pandemia avalada por la OMS. A ninguna autoridad le gusta ordenar el cierre de establecimientos, pero a veces es necesario para evitar más contagios, más presión hospitalaria y más fallecidos."
50087,@user397,female,politician,right,moderate_right,"‼️ ¿Recuerdan? ""Chiqui, 1.200 millones no son nada"". Así 'cuadraba' los presupuestos la ministra Montero y ahora el [POLITICAL_PARTY] quiere que todos los andaluces paguen por su nefasta gestión en la Junta. Ahora #AndalucíaSíCumple. Con el [POLITICAL_PARTY] no."
8858,@user295,male,politician,left,moderate_left,"La actividad marítima en las rias gallegas y en el Atlántico Norte es intensa y la mar no siempre acompaña, @user cuenta con profesionales y recursos disponibles para atender a la gran familia marina desde el Centro de Salvamento de Finisterre."
15487,@user250,male,politician,left,moderate_left,"El partido que ostenta el Gobierno ha sido condenado. El [POLITICAL_PARTY] ha cruzado unas líneas rojas sin precedentes. La declaración de Rajoy no fue considerada como ""verosímil"". La #MociónDeCensura presentada por el @user debe prosperar para que este país tenga un Ejecutivo decente."
8373,@user44,female,politician,left,left,"Nos han dicho muchas veces que no se puede, pero sabemos que las cosas pueden hacerse de otra manera, aunque no salgan a la primera. #SePuede equilibrar la balanza, se puede gobernar para la gente y se puede poner la vida en el centro. El 10N, ¡juntas nos haremos escuchar!"
44531,@user165,female,politician,left,moderate_left,"@user Se ve que no da la neurona para entender de qué iba el mensaje. Si votabas (y votas) @user , tendrías una oportunidad real de desarrollar tu proyecto vital y profesional en tu país sin tener que emigrar. Fácil eh? Pues eso..."
14804,@user162,female,journalist,left,left,"España va a ratificar, por fin, el Convenio 189 de la OIT. Gracias a todo el equipo de gob y especialmente a @user y @user por defender en las instituciones lo que muchas empleadas del hogar llevan mucho tiempo peleando en la calle. @user @user 💜"
22225,@user143,male,journalist,left,left,"A ver, que tenemos a un Rey emérito al que nombró un dictador fascista y que se ha pasado 40 años pasándose las leyes por el arco real. Que ha sido amigo de los peores dictadores del planeta y ahora se esconde en Emiratos. ¿Qué habláis de Cuba?"
2514,@user168,female,politician,left,moderate_left,"El TC ha desestimado el grueso del recurso del [POLITICAL_PARTY] contra el RD 7/2019 materia de vivienda, aunque ha considerado q no es una medida urgente ni de extraordinaria necesidad. E alquiler social. Y #GobiernoApuestaporViviendasSociales. [#POLITICAL_PARTY]"
28011,@user404,male,journalist,left,moderate_left,"Miles de niños de Madrid llevan semanas comiendo fast food porque Ayuso cerró las cocinas escolares. Hoy, foto y firma con el Atleti para usar su cocina. Incomprensible. La presidenta ya no sabe qué más hacer para puentear lo público y entregar el Gobierno regional a las marcas"
